Codi_districte,Nom_districte,Lloc_de_procedencia,Nombre
5,Sarria-Sant Gervasi,Comunitat Foral de Navarra,4
5,Sarria-Sant Gervasi,Comunitat Foral de Navarra,3
5,Sarria-Sant Gervasi,Comunitat Foral de Navarra,15
5,Sarria-Sant Gervasi,Comunitat Foral de Navarra,6
5,Sarria-Sant Gervasi,Pais Basc,1
5,Sarria-Sant Gervasi,Pais Basc,8
5,Sarria-Sant Gervasi,Pais Basc,1
5,Sarria-Sant Gervasi,Pais Basc,12
5,Sarria-Sant Gervasi,Pais Basc,20
5,Sarria-Sant Gervasi,Pais Basc,19
5,Sarria-Sant Gervasi,Rioja,0
5,Sarria-Sant Gervasi,Rioja,0
5,Sarria-Sant Gervasi,Rioja,0
5,Sarria-Sant Gervasi,Rioja,1
5,Sarria-Sant Gervasi,Rioja,0
5,Sarria-Sant Gervasi,Rioja,6
5,Sarria-Sant Gervasi,Ceuta,1
5,Sarria-Sant Gervasi,Ceuta,2
5,Sarria-Sant Gervasi,Ceuta,0
5,Sarria-Sant Gervasi,Ceuta,1
5,Sarria-Sant Gervasi,Ceuta,0
5,Sarria-Sant Gervasi,Ceuta,0
5,Sarria-Sant Gervasi,Melilla,0
5,Sarria-Sant Gervasi,Melilla,1
5,Sarria-Sant Gervasi,Melilla,0
5,Sarria-Sant Gervasi,Melilla,0
5,Sarria-Sant Gervasi,Melilla,0
5,Sarria-Sant Gervasi,Melilla,0
5,Sarria-Sant Gervasi,Estranger,62
5,Sarria-Sant Gervasi,Estranger,638
5,Sarria-Sant Gervasi,Estranger,350
5,Sarria-Sant Gervasi,Estranger,719
5,Sarria-Sant Gervasi,Estranger,1323
5,Sarria-Sant Gervasi,Estranger,763
